Nombre,Dirección,Localidad,Teléfono,Horario,Precio,Página web,Contacto,Correo electrónico,Observaciones,Perfil 1,Perfil 2,Foto
Parque San Cristóbal,CL 17A SUR# 2A - 60 ESTE,San Cristóbal,272 03 64,Todos los días de 6:00 A.M. a 6:00 P.M. ,NA,http://www.idrd.gov.co/sitio/idrd/node/251,NR,atncliente@idrd.gov.co,Parque de Escala Metropolitana,Mochilero,Ocio,
Parque Santander (Plaza de Las Hierbas -  Plazuela de San Francisco),KR 7 # 15 - 50,Santa Fe,NA,NA,NA,NA,NA,NA,Parque de Escala Vecinal,Mochilero,Ocio,
Parque Sauzalito,DG 22B # 68D - 43,Fontibón,429 72 98,Domingo a Domingo de 6:00 A.M. a 6:00 P.M. ,NA,http://www.idrd.gov.co/sitio/idrd/node/291,Sandra Rivera,sandra.rivera@idrd.gov.co,Parque de Escala Zonal,Mochilero,Ocio,
Parque Tercer Milenio,AC 6 # 11 - 14,Santa Fe,334 04 08,NA,NA,http://www.idrd.gov.co/sitio/idrd/node/237,Pablo García/ Ciro Torres Barajas( encargados del parque),Pablo.garcia@idrd.gov.co,Parque de Escala Metropolitana,Mochilero,Ocio,
Parque Velódromo Primero de Mayo,CL 17 A SUR# 2A - 60 ESTE,San Cristóbal,272 03 64,Todos los días de 6:00 A.M. a 6:00 P.M. ,NA,http://www.idrd.gov.co/sitio/idrd/node/251,NR,atncliente@idrd.gov.co,Ninguna,Mochilero,Ocio,
Parroquia de La catedral Primada de Colombia,AK 7 # 10 - 80 Dirección Despacho: KR 6 # 10 - 61,Candelaria,341 19 54,"Abierta de Martes a Domingo de 9:00 a.m. a 5:00 p.m. Eucaristía diaria a las 12:00 m. de Martes a Sábado, Domingo 11:00 a.m., 12:00 m., 1:30 p.m. Horario de atención Despacho Parroquial: Lunes a Viernes de 10:00 a.m. a 12:00 m. y de 2:00 p.m. a 5:00 p.m., Sábado de 9:00 a.m. a 12:00 m. ",NA,http://catedral.arquibogota.org.co/es/,Monseñor Álvaro Tiberio Vidales Bedoya.,NR,Ninguna,Religioso,Cultural,
Parroquia de La Veracruz,CL 16 # 7 - 07,Santa Fe,342 13 43,"Horario Despacho Parroquial: Lunes a Viernes de 9:00 a.m. a 1:00 p.m. y de 2:00 p.m. a 5:00 p.m. Horario de Eucaristías: Lunes a Viernes 8:00 a.m., 12:00 m., 12:30 p.m. Martes a Viernes 5:00 p.m. Sábados 12:00 m. Domingo 11:00 a.m., 12:00 .m., 5:00 p.m. Primer viernes de cada mes 12:00 m. (en honor al Sagrado Corazón de Jesús.)",NA,NR,Iván Pérez,parroquialaveracruz@gmail.com,Ninguna,Religioso,Cultural,
Parroquia de Nuestra Señora de Chiquinquira,AK 13 # 51 - 38 - Despacho Parroquial AK 13 # 51 - 38  - Cripta AK 13 # 51 - 36,Chapinero,248 84 50,"Templo abierto de Lunes a Viernes de 6:30 a.m. a 7:00 p.m.
Despacho Parroquial: Lunes a Viernes de 8:00 a.m. a 12:00 m. y de 1:00 p.m. a 5:00 p.m., Sábado de 9:00 a.m. a 12:00 m. Cripta: Lunes a Viernes de 1:00 p.m. a 5:00 p.m., Sábado de 9:00 a.m. a 1:00 p.m.
Horario de Eucaristia: Lunes a Viernes de  7:00 a.m., 12:00 m., 5:00 p.m.,  6:30 p.m., Sábado 7:00 a.m., 12:00 m., 5:00 p.m, 6:30p.m., Domingo 7:00 a.m., 9:00 a.m., 10:30 a.m., 12:00 m., 4:00 p.m., 5:00 p.m., 6:30 p.m.",NA,NA,Ruby Velandia,parroquiachiquinquirabogota@gmail.com,Ninguna,Religioso,Cultural,
Parroquia Divino Salvador,Templo: CL 57 # 17 - 25 Despacho Parroquial: KR 17 # 56 - 27,Teusaquillo,347 06 82/81,"Horario Despacho Parroquial: Martes a Sábado de 9:00 a.m. a 12:00 m. y de 2:00 p.m. a 5:00 p.m. Horario de Misa: Martes a Viernes 7:00 a.m., 11:00 a.m., 6:00 p.m., Sábado 11:00 a.m. 6:00 p.m., Domingo 8:00 a.m., 9:00 a.m., 11:00 a.m., 12:00 m., 1:00 p.m., 5:00 p.m., 6:00 p.m., 7:00 p.m. Horario Cripta: Martes a Viernes de 9:00 a.m. a 11:00 a.m. y de 2:00 p.m. a 4:30 p.m., Sábado de 2:00 p.m. a 5:00 p.m.",NA,NA,Patricia Calvo,parroquiadivinosalvador-despacho@hotmail.com,Ninguna,Religioso,Cultural,
Parroquia Santa Bárbara,KR 7 # 6B - 98 Dirección Despacho Parroquial: CL 6B # 6 - 98,Candelaria,246 35 65,"Abierta de Lunes a Domingo de 7:00 a.m. a 3:00 p.m. Eucaristías Lunes a Viernes 7:30 a.m., 12:30 m., Domingo 10:00 a.m., 12:00 m., 6:00 p.m., Horario de Confesiones Lunes  Viernes 1:00 p.m., 3:00 p.m., Domingo media hora antes de cada misa.",NA,NA,Padre Eugenio Fernández,psantabarbara@arquibogota.org.co,Ninguna,Religioso,Cultural,
Parroquia Santa Bárbara de Usaquén,CL 118 # 5 - 84 Despacho - KR 6 No. 118 - 40 Templo,Usaquén,213 3298 - 620 4618,"Horario de misas: Lunes a Viernes 6:30 a.m., 8:30 a.m., 12:00 m., 6:00 p.m., Sábado 6:30 a.m., 8:30 a.m., 5:00 p.m., Domingo 7:30 a.m., 9:00 a.m., 10:30 a.m., 12:00 m., 6:00 p.m. 7:30 p.m., Jóvenes, Feriados 7:30 a.m.",NA,http://www.cjm.org/index.php/es/donde-estamos/america-del-sur/provincia-de-colombia/2340-parroquia-santa-barbara-de-usaquen-bogota-colombia; http://psantabarbaradeusaquen.arquibogota.org.co/es/,Padre Juan Carlos Bejarano,psantabarbaradeusaquen@arquibogota.org.co,Ninguna,Religioso,Cultural,
Paseo de la Carrera Séptima,KR 7 EJE AMBIENTAL y CL 26,Santa Fe,NA,NA,NA,NA,NA,NA,Ninguna,Mochilero,Ocio,
Paseo del Virrey,CL 88 ENTRE KR 7A y AUTO NORTE,Chapinero,NA,NA,NA,NA,NA,NA,Ninguna,Mochilero,Ocio,
Paseo Urbano Avenida 15,KR 15 CL 72 y CL 100,Chapinero,NA,NA,NA,NA,NA,NA,Ninguna,Mochilero,Ocio,
Pastelería Florida,KR 7 # 21 - 46,Santa Fe,341 03 40,Todos los días de 6:00 A.M. a 10:00 P.M.,NA,NA,"Hernando Mendoza, Gerente general.",pasfloridaelsa@gmail.com,Ninguna,Mochilero,Ocio,
Peregrinación a Guadalupe,ZONA SURORIENTAL DE LOS CERROS DE BOGOTÁ,Cerro de Guadalupe,NA,Aplica horario de atención del templo,NA,NA,NA,NA,Ninguna,Religioso,Cultural,
Peregrinación a Monserrate,"KR 2 ESTE # 21 - 48 PUNTO PARA SUBIR: ESTACIÓN FUNICULAR, TELEFÉRICO O SENDERO",Candelaria,NA,Aplica horario de atención del templo,NA,NA,NA,NA,Ninguna,Religioso,Cultural,
Planetario de Bogotá,CL 26B # 5 - 93,Santa Fe,379 57 50 Extensión 9505/9104,Martes a Domingo y Festivos de 10 : 00  A.M. a 5:00 P.M. Temporada de vacaciones de 10:00 A.M. a 7:00 P.M.,"Varía según la actividad (Domo, Museo, Talleres, Observaciones, entre otras actividades)",www.planetariodebogota.gov.co,María Mercedes Santos,Maria.santos@idartes-gov.co; informacion.planetariodebogota@idartes.gov.co,Ninguna,Cultural,Ocio,
Plaza de Bolívar,KR 7 # 11 - 10,Candelaria,NA,NA,NA,www.bogota.gov.co,NA,NA,Ninguna,Mochilero,Ocio,
Plaza de Los Mártires,AV CARACAS y KR 15 ENTRE CLL 10 y 11,Los Mártires,NA,NA,NA,NA,NA,NA,Ninguna,Mochilero,Ocio,
Plaza De Toros La Santa María,KR 6 # 26 - 50,Santa Fe,283 74 33,"Se permite el acceso a extranjeros , universidades, colegios de 8:00 A.M. a 5:00 P.M.","Para eventos se maneja boletería
Sin costo visitas guiadas",NA,Mauricio Ribon,Mauricio.ribon@idrd.gov.co,Ninguna,Cultural,Ocio,
Plaza de Usaquén ,KR 6 y KR 6A  CL 118 y 119,Usaquén,NA,NA,NA,NA,NA,NA,Ninguna,Mochilero,Ocio,
Plaza Distrital de Mercado   20 de Julio,KR 6 # 24 - 60 SUR,San Cristóbal,297 60 30,"Horario al público: Lunes, Martes, Miércoles y Viernes de 6:45 A.M. a 05:00 P.M.., Jueves de 6:45 A.M. a 02:00 P.M.., Sábados y Domingos de 6:00 A.M. a 06:00 P.M., Festivos de 06:45 A.M. a 03:00 P.M..
Horario Comerciantes Lunes, Martes, Miércoles y Viernes 05:30 A.M. a 06:00 P.M.., Jueves de 05:30 A.M. a 03:00 P.M., Sábados y Domingos de 05:00 A.M. a 06:30 P.M., Festivos de 05:30 A.M. a 03:30 P.M. ",NA,http://www.ipes.gov.co/index.php/plazas-de-mercados,Contacto sede: Albert Espitia,albert.espitia@ipes.gov .co,Ninguna,Mochilero,Ocio,
Plaza Distrital de Mercado 12 de Octubre,CL 72 # 51 - 62,Barrios Unidos,250 97 56,"Lunes, Martes, Miércoles, Viernes y Sábado de 7:00 A.M. a 4:00 P.M., Jueves y Domingo de 7:00 A.M. a 2:00 P.M.",NA,http://www.ipes.gov.co/index.php/plazas-de-mercados,Gloria Valbuena,glvalbuena@ipes.gov.co,Ninguna,Mochilero,Ocio,
Plaza Distrital de Mercado La Perseverancia,KR 5 # 30 - 30,Santa Fe,340 16 90,lunes a Sábado de 7:00 A.M. a 5:00 P.M. Domingo 7:00 A.M. a 3:00 P.M.,NA,http://www.ipes.gov.co/index.php/plazas-de-mercados,Juan Sebastián Reyes,Jreyes@ipes.gov.co,Ninguna,Mochilero,Cultural,
Plaza Fundacional de Bosa,KR 80H - KR 80I ENTRE CALLE 61 SUR Y 63 SUR,Bosa,NA,NA,NA,NA,NA,NA,Ninguna,Mochilero,Ocio,
Plaza fundacional de Engativá,CL 64  KR 122,Engativa,NA,NA,NA,NA,NA,NA,Ninguna,Mochilero,Cultural,
Plaza Fundacional de Font ibón,KR 99  CL 17A,Fontibón,NA,NA,NA,NA,NA,NA,Ninguna,Mochilero,Cultural,
Plaza Fundacional de Suba,KR 90 Y 91 CL 146C Y 147,Suba,NA,NA,NA,NA,NA,NA,Ninguna,Mochilero,Cultural,
Plaza Fundacional de Usme,KR 3 # 137 - 34 SUR,Usme,NA,NA,NA,NA,NA,NA,Ninguna,Mochilero,Cultural,
Plaza Imperial Centro Comercial,AK 104 # 148 - 07,Suba,689 94 45,Varía según cada establecimiento comercial,NA,https://plazaimperialcc.com.co/,NA,info@plazaimperialcc.com,Ninguna,Ocio,Negocio,
Plazoleta de Antonio Nariño,AC 13 KR 12 y 13,Santa Fe,344 50 00 - 338 66 60,NA,NA,NA,NA,NA,Ninguna,Mochilero,Cultural,
Plazoleta de las Nieves o Plaza de Caldas,KR 7 CL 21,Santa Fe,344 50 00 - 338 66 60,NA,NA,NA,NA,NA,Ninguna,Mochilero,Cultural,
Plazoleta del Chorro de Quevedo,KR 1A CL 12B BIS,Candelaria,344 50 00 - 338 66 60,NA,NA,www.idu.gov.co,NA,NA,Ninguna,Mochilero,Cultural,
Plazoleta del Concejo,CL 26 TV 45,Teusaquillo,344 50 00 - 338 66 60,NA,NA,www.idu.gov.co,NA,NA,Ninguna,Mochilero,Cultural,
Plazoleta del Rosario ,AC 13 KR 6,Santa Fe,344 50 00 - 338 66 60,NA,NA,www.idu.gov.co,NA,NA,Ninguna,Mochilero,Cultural,
Plazoleta La Rebeca,AC 26 KR 13 COSTADO SUR ORIENTAL,Santa Fe,344 50 00 - 338 66 60,NA,NA,NA,NA,NA,Ninguna,Mochilero,Cultural,
Plazoleta Rufino José Cuervo - Plazuela de San Carlos,CL 10  KR 6 y 7,Candelaria,344 50 00 - 338 66 60,NA,NA,NA,NA,NA,Ninguna,Mochilero,Cultural,
Poporo Quimbaya (Museo del Oro),KR 6 # 15 - 88,Santa Fe,343 22 22,"Martes a Sábado de 9:00 A.M. a 6:00 P.M.; Domingo 10:00 A.M. a 4:00 P.M. Visitas guiadas: Martes a Viernes en español 11:00 A.M., 3:00 P.M., 4:00 P.M., en Inglés 11:00 A.M., 4:00 P.M. Los martes y sábados a las 3:00 P.M. la visita es temática","$4000 Entrada general, el Domingo es gratuito. Adultos mayores, personas en condiciones de discapacidad y niños menores de 5 años entran gratis. ",www.banrepcultura.org,"Efraín Riaño, Director de la unidad de artes y colecciones, Ángela Pérez Mejía, Gerencia General.","prensablaa@banrep.gov.co   Felicitaciones, quejas y denuncias: atencionalciudadano@banrep.gov.co                                            ",Ninguna,Cultural,Ocio,
Portal Américas,AV CIUDAD DE CALI  AV CIUDAD DE VILLAVICENCIO AK 86 AC 43 SUR,Kennedy,223 30 00,"Lunes a Sábado de 5:00 A.M. a 11:00 P.M., Domingo y Festivos de 6:00 A.M. a 10:00 P.M.","Pasaje en Troncal 2,200, Adulto mayor 1800. personas en condición de discapacidad subsidio 22000 mensuales, incentivo sisben 1650 hasta 30 viajes al mes",www.transmilenio.gov.co,NR,NR,Ninguna,Ocio,Mochilero,
Portal de la 80,AC 80 # 100 - 52,Engativá,223 30 00,"Lunes a Sábado de 5:00 A.M. a 11:00 P.M., Domingo y Festivos de 6:00 A.M. a 10:00 P.M.","Pasaje en Troncal 2,200, Adulto mayor 1800. personas en condición de discapacidad subsidio 22000 mensuales, incentivo sisben 1650 hasta 30 viajes al mes",www.transmilenio.gov.co,NR,NR,Ninguna,Ocio,Negocio,
Portal de la 80 Centro Comercial,TV 100A # 80A - 20,Engativa,433 99 44 ,Domingo a Domingo de 8:00 A.M. a 10:00 P.M. (varía según atención de los locales),NA,www.portal80.com.co,Patricia Bárcenas - Información,"servicioalcliente@portal80.com.co, lacero@portal80.com.co",Ninguna,Ocio,Negocio,
Portal de Suba,AV SUBA AV CIUDAD DE CALI,Suba,223 30 00,"Lunes a Sábado de 5:00 A.M. a 11:00 P.M., Domingo y Festivos de 6:00 A.M. a 10:00 P.M.","Pasaje en Troncal 2,200, Adulto mayor 1800. personas en condición de discapacidad subsidio 22000 mensuales, incentivo sisben 1650 hasta 30 viajes al mes",www.transmilenio.gov.co,NR,NR,Ninguna,Mochilero,,
Portal de Usme,AV KR 14 # 63-00 SUR,Usme,223 30 00,"Lunes a Sábado de 5:00 A.M. a 11:00 P.M., Domingo y Festivos de 6:00 A.M. a 10:00 P.M.","Pasaje en Troncal 2,200, Adulto mayor 1800. personas en condición de discapacidad subsidio 22000 mensuales, incentivo sisben 1650 hasta 30 viajes al mes",www.transmilenio.gov.co,NR,NR,Ninguna,Mochilero,,
Portal del Norte,AUTO NORTE CL 172A - 176,Suba,223 30 00,"Lunes a Sábado de 5:00 A.M. a 11:00 P.M., Domingo y Festivos de 6:00 A.M. a 10:00 P.M.","Pasaje en Troncal 2,200, Adulto mayor 1800. personas en condición de discapacidad subsidio 22000 mensuales, incentivo sisben 1650 hasta 30 viajes al mes",www.transmilenio.gov.co,NR,NR,Ninguna,Mochilero,,
Portal El Tunal,CLL 56 SUR # 23-56,tunjuelito y  Ciudad Bolívar,223 30 00,"Lunes a Sábado de 5:00 A.M. a 11:00 P.M., Domingo y Festivos de 6:00 A.M. a 10:00 P.M.","Pasaje en Troncal 2,200, Adulto mayor 1800. personas en condición de discapacidad subsidio 22000 mensuales, incentivo sisben 1650 hasta 30 viajes al mes",www.transmilenio.gov.co,NR,NR,Ninguna,Mochilero,,
Primer vagón del Funicular,"KR 2 ESTE # 21 - 48 PUNTO PARA SUBIR: ESTACIÓN FUNICULAR, TELEFÉRICO O SENDERO",Candelaria,NR,NR,NR,NR,NR,NR,Ninguna,Cultural,Ocio,
Puente de Boyacá,EJE AMBIENTAL KR 3,Santa Fe,NA,NA,NA,NA,Ingrid Duarte Pinto - Arquitecta Contratista - 3795750 Extensión 902,ingrid.duarte@idpc.gov.co , BICNAL - Resolución 0395 de 2006,Cultural,Mochilero,
Puente de San Antonio,CL 17 KR 96A,Fontibón,NA,NA,NA,NA,Ingrid Duarte Pinto - Arquitecta Contratista - 3795750 Extensión 902,ingrid.duarte@idpc.gov.co , BICNAL - Resolución 0395 de 2006,Cultural,Mochilero,
Puentes de la 26,PUENTE DE LA CARACAS CL 26,Santa Fe,344 50 00,NA,NA,www.idu.gov.co,NA,NA,Ninguna,Cultural,Mochilero,
Quebrada Las Delicias,CL 62 KR 3,Chapinero,NR,NR,NR,NR,NR,NR,Ninguna,Cultural,Mochilero,
Quinta de Mutis - Universidad del Rosario,KR 24 # 63C - 69,Barrios Unidos,422 53 21,Horario de la Facultad,NA,http://www.urosario.edu.co/Futuros-Estudiantes/La-Universidad/Sedes/Quinta-de-Mutis/,NR,NR,NR,Cultural,Mochilero,
"Red de Quebradas: Moraci,Puente Piedra - San Antonio - Quebrada Santa Bárbara - San Juan - Patiño - Aguas Calientes y La Floresta",KR 7 CL 108,Varias Localidades (Chapinero - Usaquén),NR,NR,NR,NR,NR,NR,Ninguna,Cultural,Mochilero,
Relieves Banco de La República,AK 7 # 14 - 78 (AMBOS LADOS DE LA PUERTA PRINCIPAL DEL BANCO),Santa Fe,NA,NA,NA,NA,NA,NA,Ninguna,Cultural,Negocio,
Reserva El Delirio,San Cristóbal ,San Cristóbal ,NR,NR,NR,NR,NR,NR,Ninguna,Mochilero,Cultural,
Reserva Forestal Borde Norte Thomas Van Der Hammen ,VARIAS LOCALIDADES,Varias Localidades,NR,NR,NR,NR,NR,NR,Ninguna,Mochilero,Cultural,
Restaurante Andrés Carne de Res DC,CL 82 # 12 - 21,Chapinero,NR,NR,NR,NR,NR,NR,Ninguna,Ocio,Cultural,
Restaurante Casa Santa Clara,INGRESO POR KR 2 ESTE # 21-48,No Geo,243 89 52,"Martes a Viernes de 12:00 m. A 5:00 P.M., Sábado de 9:00 A.M. a 5:00 P.M., Domingo de 4:00a .m. a 4:30 P.M.",NA,http://www.restaurantecasasantaclara.com/,Nubia Benitez - Encargada mercadeo,asistente@restaurantesanisidro.com,Ninguna,Ocio,,
Restaurante Club Colombia,AV 82 # 9 - 11,Chapinero,NR,NR,NR,NR,NR,NR,Ninguna,Ocio,,
Rieles del Tranvía,AK 7 CON EJE AMBIENTAL,Santa Fe,NR,NR,NR,NR,NR,NR,Ninguna,Ocio,,
Ruta Agro turística La Re quilina,Vereda la Re quilina,Usme,NR,NR,NR,NR,NR,NR,Ninguna,Ocio,,
Ruta Agroturística Los Quiches,Los Quiches,Ciudad Bolívar,NR,NR,NR,NR,NR,NR,Ninguna,Ocio,,
Sala de Conciertos - Manzana Norte - Biblioteca Luis Ángel Arango,CL 11 # 4 - 14 P2 BIBLIOTECA LUIS ANGEL ARANGO,Candelaria,343 12 24 - 343 12 12 ,"Lunes a sábado: 9:00 A.M. a 7:00 P.M. Último ingreso a las 6:30 P.M., Martes cerrado, Domingos y festivos: 10:00 A.M. a 5:00 P.M. Último ingreso a las 4:30 P.M.",Entrada a la sala gratis. Entrada a funciones aplica descuentos según  programación.,http://www.banrepcultural.org/blaa,"Roberto Téllez: Servicio a público, Diana Patricia Restrepo: Dirección Técnica, Rafael Torres Acosta: Subdirección red de Bibliotecas.","atencionalciudadano@idpc.gov.co, educacionmdb@ipc.gov.co",Ninguna,Ocio,Cultural,
Salitre Plaza Centro Comercial  P.H.,KR 68B # 24 - 39,Fontibón,423 10 10 ,"Según apertura y cierre de los locales (locales generales, kioscos en zonas comunes, cafés, comidas, Éxito, Playland, Casino, Procinal) de 8:00 A.M. a 12:30 P.M.",NA,www.salitreplaza.com.co,Carolina Buitrago - Recepción,calidad@salitreplaza.com.co,Ninguna,Ocio,Negocio,
Santa Ana Centro Comercial Boutique,AV 9 # 110 - 50 ,Usaquén,755 73 67 - 637 85 66,"Lunes a Domingo  GRANDES SUPERFICIES: 8:00 A.M. a 10:00 P.M. CENTRO COMERCIAL: 8:00 A.M. a 10:00 P.M.
COMIDAS: 12:00 m a 10:00 P.M.",NA,www.centrocomercialsantaana.com,Andrea Salazar ( Coordinadora de Mercadeo),Mercadeosantaana@mallsolutions.net,Ninguna,Ocio,Negocio,
Santuario del Divino Niño del 20 de Julio,KR 6 # 27 - 65 SUR ,San Cristóbal,372 55 55 PBX,"Eucaristías: Lunes a Viernes 6:00 a.m.- 7:00 a.m. – 8:00 a.m. – 11:00 a.m. 12:00 m – 5:00 p.m – 6:00 p.m. 7:00 p.m. Sábado 6:00 a.m. a 7:00 p.m., eucaristía cada hora. Domingo 5:00 a.m. a 7:00 p.m., eucaristía cada hora. 9:00 a.m. y 12:00 m. Misa campal. Despacho Parroquial Lunes a Viernes 8:00 a.m. a 3:45 p.m. y Sábado 8:00 a.m. a 12:00 m. Donaciones Lunes a Viernes de 7:00 a.m. a 5:00 p.m.",NA,http://www.ninojesus20dejulio.org/,Constanza Valencia,administracion@ninojesus20dejulio.org,Ninguna,Religioso,Cultural,
Santuario Nacional de Nuestra Señora del Carmen,KR 5 # 8 - 36,Candelaria,342 09 72/73,"Abierto Lunes a Viernes de 7:00 a.m. a 7:30 a.m. y de 10:00 a.m. a 4:00 p.m., Sábado de 7:00 a.m. a 7:30 a.m., Domingo de 7:00 a.m. a 12:30 m. Eucaristía: Lunes a Viernes 7:00 a.m. y 12:00 m., Sábado 7:00 a.m., Domingo 7:00 a.m., 10:00 a.m. 12:00 m.",NA,NA,Yulieth Camargo,colegioleon13@salesianosbogota.org,Ninguna,Religioso,Cultural,
Santuario Nuestra Señora de Guadalupe,CERRO DE GUADALUPE,Cerro de Guadalupe,289 89 43 (PBX) - 246 59 37,"Abierto los domingos de 8:00 a.m. a 3:00 p.m., Eucaristias: Primer Domingo del mes 8:00 a.m., 10:00 a.m., 12:00 m., 2:00 p.m., los demás Domingos 9:00 a.m., 10:30 a.m., 12:00 m., 2:00 p.m., Tercer Sábado del mes celebración e bautizos 11:00 a.m., Lunes Festivos eucaristia 12:00 m.",NA,NA,NR,NR,Ninguna,Religioso,Cultural,
Santuario Nuestra Señora de La Peña,KR 7A BIS ESTE # 7A - 50,Candelaria,289 89 43 - 246 59 37,Solo abierta para eucaristias: Domingos 12:00 m. y 4:00 p.m. Se programa peregrinación con un mes de anticipación.,NA,NA,Ligia Salazar,santcerros@outlook.com,Ninguna,Religioso,Cultural,
Sector Antiguo de la Ciudad,CL 7A 14 y KR 2A 10,Candelaria,NA,NA,NA,NA,NA,NA,Ninguna,Cultural,Mochilero,
Sector Comercial de la Calle 53 ,CL 53 ENTRE KR 24 Y AV CARACAS,Chapinero,NA,NA,NA,NA,NA,NA,Ninguna,Negocio,Mochilero,
Sector de Chapinero,CL 53 y 72 KR 7 AV CARACAS,Chapinero,NA,NA,NA,NA,NA,NA,Ninguna,Mochilero,Cultural,
Seminario Conciliar de Bogotá (Seminario Mayor Arquidiocesano),KR 7 # 93A - 50,Chapinero,610 28 11,Atención al público de Lunes a viernes de 8:00 A.M. a 5:00 P.M.,NA,http://seminariobogota.arquibogota.org.co/es/,Leonardo Cárdenas - Rector,economatoseminario@yahoo.com; seminariobogota@arquibogota.org.co,"Las misas y seminarios son privados, pueden ingresar solo estudiantes y funcionarios",Religioso,Cultural,
Sendero Aguadora,CERROS ORIENTALES,Usaquén,NR,NR,NR,NR,NR,NR,Ninguna,Mochilero,,
Show de Fuentes ,KR 68 # 24A - 51,Fontibón,427 27 07,Lunes a Viernes de 8:00 A.M. a 6:00 P.M.; Fines de semana y Festivos de 10:00 A.M. a 7:00 P.M. (Lunes después de festivo no abren),Según el plan,www.maloka.org,Yesica Rodríguez - VoluntariaPbx,info@maloka.org,Ninguna,Cultural,Ocio,
Sinagoga 'Adat Israel',KR 7A # 94 - 20,Chapinero,257 16 60,"Lunes a Jueves 6:00 a.m. y 6:00 p.m. Lectura de textos sagrados
Atención por parte del Rabino Lunes a Jueves en la mañana.
Viernes y Sábado Chabat
Ingresa únicamente personas de la comunidad, otras personas con permiso del Rabino",NA,NA,Yolanda Cohn,NR,Ninguna,Religioso,Cultural,
Sitio del Asesinato de Jorge Eliecer Gaitán,KR 7 CL 14,Candelaria,NA,NA,NA,NA,NA,NA,Ninguna,Cultural,Mochilero,
Talla de esmeraldas,VARIAS LOCALIDADES,Varias Localidades,NA,NA,NA,NA,NA,NA,Ninguna,Negocio,Ocio,
Talla en madera de la iglesia de La Tercera,"KR 7 # 16 - 07,  Casa Rectoral CL 16 # 7 - 54",Santa Fe,NA,NA,NA,NA,NA,NA,Ninguna,Religioso,Cultural,
Teatro al Aire Libre La Media Torta,CL 8 A # 1 - 05 ESTE,Candelaria,379 87 50,Horario administrativo: Lunes a Viernes 8:00 A.M. a 5:00 P.M.  Horario público en general según progrA.M.ación,NA,http://www.idartes.gov.co/content/media-torta,Heidy Briseño,info@idartes.gov.co / carolaza@idartes.gov.co,Ninguna,Cultural,Ocio,
Teatro CAFAM de Bellas Artes de Bogotá,AK 68 # 90 - 88,Barrios Unidos,644 49 00,Según evento y progrA.M.ación (normalmente esta abierto hasta las 9:00 P.M. ó 10:00 P.M.),"Según el evento (conciertos, obras de teatro, danzas y musicales)",www.cafam.com.co/cultura,Diana Valenzuela - Coordinadora Artística,contactenos@teatrodebellasartesbogota.com,Ninguna,Cultural,Ocio,
Teatro Camarín del Carmen,CL 9 # 4 - 93,Candelaria,NR,NR,NR,NR,NR,teatrocamarindelcarmen@yahoo.com,Ninguna,Cultural,Ocio,
Teatro Colon de Bogotá,CL 10 # 5 - 32,Candelaria,381 63 80 Conmutador - 381 6358 Taquilla,Taquilla: de 10:00 A.M. A 07:00 P.M.Funciones: 07:30 P.M. a 11:30 P.M. Según presentación. Visitas público en general: miércoles y jueves: 3:00 P.M.* Sábados: 12:00 m y a las 3: 00 P.M. * Sujeto a cA.M.bios,"Boletería varía según función o espectáculo. Descuento Fuerzas Militares 50%, Adulto Mayor 50%, Personas en Condición de Discapacidad 30%, Socios Club Vivamos El Tiempo 15%, Estudiantes 50%, Ministerio de Cultura 30%, Corporativos del 5% al 20%
Visita público general: 8000",www.teatrocolon.gobierno.co,Manuela Valderin,mvaldiri@mincultura.gov.co,Visita en Inglés y Francés: es necesario escribir un correo a visitasguiadas@teatrocolon.gov.co con mínimo una semana de anticipación. Precio por persona: 8000,Cultural,Ocio,
Teatro de Cristóbal Colón,CL 10 #  5 - 32,Candelaria,381 63 80,"Según progrA.M.ación, visitas guiadas público general: Miércoles y Jueves 3:00 P.M., Sábado 12:00 m. y 3:00 P.M.","Según programación. Descuento en ventas coportorativas.
20% para grupos de más de 200 personas.
10% para grupos de más de 100 personas.
5% para grupos de más de 30 personas en funciones de martes y miércoles.
Visitas guiadas: 8,000",https://teatrocolon.gov.co/,"Daniela Álzate               
Asesora de mercadeo                   
Teléfono: (571) 381 6380 Ext. 5116                   
dalzate@mincultura.gov.co         

Manuela Valdiri Pombo              
Asesora RR.PP y pedagógicas                  
Teléfono: (571) 381 6380 Ext. 5114                   
mvaldiri@mincultura.gov.co",info@teatrocolon.gov.co,Ninguna,Cultural,Ocio,
Teatro El Parque,KR 5 # 36 - 05 PARQUE NACIONAL ENRIQUE OLAYA HERRERA,Santa Fe,379 57 50 Extensión 2200 - 2201,Lunes a Viernes de 8:00 A.M. a 5:30 P.M. Horario de oficina; Funciones Sábados y Domingos 3:00 p-m- Franja Infantil y Jueves 7:00 P.M.,"Niños de 0a 2 años ingreso sin costo, Niños de 2 a 13 años 2000, Adultos 6000, Adultos Mayores 4000",www.idartes.gov.co,María Del Pilar Acosta,Maria.acosta@idartes.gov.co,Ninguna,Cultural,Mochilero,
